 Code , Species ,ICES code,ICES area,Advice,Year, Sea , Choices , ICES advice ,Catches corresponding to advice,Landings corresponding to advice,
 her.27.3a47d Fleet D - 2019 , Herring ,her.27.3a47d Fleet D,3a-c,0,2019, Atlantic ,Fleet D,,-, - ,
 her.27.3a47d Fleet D - 2020 , Herring ,her.27.3a47d Fleet D,3a-c,0,2020, Atlantic ,Fleet D,,-, - ,
 her.27.1-24a514a - 2001 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","753,000",2001, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2002 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","853,000",2002, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2003 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","710,000",2003, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2004 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","825,000",2004, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2005 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","890,000",2005, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2006 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","732,000",2006, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2007 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","1,280,000",2007, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2008 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","1,518,000",2008, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2009 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","1,643,000",2009, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2010 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","1,483,000",2010, Atlantic ,, Do not exceed the harvest control rule ,,,
 her.27.1-24a514a - 2011 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","1,170,000",2011, Atlantic ,, See scenarios ,,,
 her.27.1-24a514a - 2012 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","833,000",2012, Atlantic ,, Follow the management plan ,,,
 her.27.1-24a514a - 2013 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","619,000",2013, Atlantic ,, Follow the management plan ,,,
 her.27.1-24a514a - 2014 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","418,487",2014, Atlantic ,, Follow the management plan ,,,
 her.27.1-24a514a - 2015 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","283,013",2015, Atlantic ,, Followÿtheÿmanagementÿplanÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ ,283 , ? 283.00000 ,
 her.27.1-24a514a - 2016 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","316,876",2016, Atlantic ,, Followÿtheÿmanagementÿplanÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ ,317 , ? 316.87600 ,
 her.27.1-24a514a - 2017 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","646,075",2017, Atlantic , advice had an error , Followÿtheÿmanagementÿplanÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ ,646 , ? 646.07500 ,
 her.27.1-24a514a - 2018 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","384,197",2018, Atlantic ,, Followÿtheÿmanagementÿplanÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ ,384 , ? 384.19700 ,
 her.27.1-24a514a - 2019 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","588,562",2019, Atlantic ,, Followÿtheÿmanagementÿstrategyÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ ,384 , ? 384.19700 ,
 her.27.1-24a514a - 2020 , Herring ,her.27.1-24a514a,"1, 2, 5, 4a, 14a","525,594",2020, Atlantic ,, Followÿtheÿmanagementÿstrategyÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ ,384 , ? 384.19700 ,
 her.27.6aN - 2001 , Herring ,her.27.6aN,6aN,"30,000",2001, Atlantic ,," Average catches, 1991?1999 ",,,
 her.27.6aN - 2002 , Herring ,her.27.6aN,6aN,"30,000",2002, Atlantic ,," Average catches, 1991?1999 ",,,
 her.27.6aN - 2003 , Herring ,her.27.6aN,6aN,"30,000",2003, Atlantic ,, Catch at status quo F ,,,
 her.27.6aN - 2004 , Herring ,her.27.6aN,6aN,"41,000",2004, Atlantic ,, F=0.30 ,,,
 her.27.6aN - 2005 , Herring ,her.27.6aN,6aN,"30,000",2005, Atlantic ,, Catch at status quo F ,,,
 her.27.6aN - 2006 , Herring ,her.27.6aN,6aN,"34,000",2006, Atlantic ,, Catch at status quo F ,,,
 her.27.6aN - 2007 , Herring ,her.27.6aN,6aN,"34,000",2007, Atlantic ,, Status quo TAC advice ,,,
 her.27.6aN - 2008 , Herring ,her.27.6aN,6aN,"15,000",2008, Atlantic ,, F = 0.2 (proposed management plan) ,,,
 her.27.6aN - 2009 , Herring ,her.27.6aN,6aN,"13,000",2009, Atlantic ,, F = 0.2 (proposed management plan) ,,,
 her.27.6aN - 2010 , Herring ,her.27.6aN,6aN,"24,000",2010, Atlantic ,, F = 0.25 (management plan) ,,,
 her.27.6aN - 2011 , Herring ,her.27.6aN,6aN,"22,480",2011, Atlantic ,, See scenarios ,,,
 her.27.6aN - 2012 , Herring ,her.27.6aN,6aN,"22,900",2012, Atlantic ,, F = 0.25 (management plan) ,,,
 her.27.6aN - 2013 , Herring ,her.27.6aN,6aN,"27,480",2013, Atlantic ,, Management plan ,,,
 her.27.6aN - 2014 , Herring ,her.27.6aN,6aN,"28,067",2014, Atlantic ,, Management plan ,,,
 her.27.6aN - 2015 , Herring ,her.27.6aN,6aN,"22,690",2015, Atlantic ,, Management plan ,23 , - ,
 her.27.3a47d Fleet C - 2001 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","50,000",2001, Atlantic ,," IIIa: managed together with autumn spawners 22?24: if required, TAC not exceeding recent catches ",,,
 her.27.3a47d Fleet C - 2002 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","50,000",2002, Atlantic ,," IIIa: managed together with autumn spawners 22?24: if required, TAC not exceeding recent catches ",,,
 her.27.3a47d Fleet C - 2003 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","80,000",2003, Atlantic ,, Reduce F ,,,
 her.27.3a47d Fleet C - 2004 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","92,000",2004, Atlantic ,, Separate management regime. Reduce F ,,,
 her.27.3a47d Fleet C - 2005 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","95,000",2005, Atlantic ,, Separate management regime. Status quo F ,,,
 her.27.3a47d Fleet C - 2006 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","95,000",2006, Atlantic ,, Separate management regime. Status quo F ,,,
 her.27.3a47d Fleet C - 2007 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","99,000",2007, Atlantic ,, Separate management regime. Status quo F ,,,
 her.27.3a47d Fleet C - 2008 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","71,000",2008, Atlantic ,, Separate management regime. Reduce F 20% towards F0.1 ,,,
 her.27.3a47d Fleet C - 2009 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","32,800",2009, Atlantic ,, Separate management regime. Reduce F to F = 0.25 ,,,
 her.27.3a47d Fleet C - 2010 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","39,800",2010, Atlantic ,, Separate management regime. Reduce F to F = 0.25 ,,,
 her.27.3a47d Fleet C - 2011 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","40,050",2011, Atlantic ,, Average ,,,
 her.27.3a47d Fleet C - 2012 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","42,700",2012, Atlantic ,, FMSY = 0.25 and no increase in catches of WBSS herring in the North Sea ,,,
 her.27.3a47d Fleet C - 2013 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","51,900",2013, Atlantic ,, FMSY = 0.25 and no optional transfer of catch options to the North Sea ,,,
 her.27.3a47d Fleet C - 2014 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","41,602",2014, Atlantic ,, Transition to MSY approach ,,,
 her.27.3a47d Fleet C - 2015 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","44,439",2015, Atlantic ,, MSY approach (FMSY = 0.28) ,-, ? 44.43900 ,
 her.27.3a47d Fleet C - 2016 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","52,547",2016, Atlantic , Fleet C , MSY approach (FMSY = 0.32) ,53 , - ,
 her.27.3a47d Fleet C - 2017 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","50,740",2017, Atlantic , Fleet C , MSY approach (FMSY = 0.32) ,48 , - ,
 her.27.3a47d Fleet C - 2018 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24","48,427",2018, Atlantic , Fleet C , MSY approach (FMSY = 0.32) ,14 , - ,
 her.27.3a47d Fleet C - 2019 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24",0,2019, Atlantic , Fleet C ,,,,
 her.27.3a47d Fleet C - 2020 , Herring ,her.27.3a47d Fleet C,"3a of 3a, Subdivisions 22-24",0,2020, Atlantic , Fleet C ,,,,
 her.27.3a47d Fleet A - 2001 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d",-,2001, Atlantic , Fleet A ," F(adult) = 0.2, F(juv)< 0.1 ",,,
 her.27.3a47d Fleet A - 2002 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d",-,2002, Atlantic , Fleet A ," F(adult) = 0.2, F(juv)< 0.1 ",,,
 her.27.3a47d Fleet A - 2003 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d",-,2003, Atlantic , Fleet A ," F(adult) = 0.25, F(juv) = 0.12 ",,,
 her.27.3a47d Fleet A - 2004 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d",-,2004, Atlantic , Fleet A ," F(adult) = 0.25, F(juv) = 0.1 ",,,
 her.27.3a47d Fleet A - 2005 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d",-,2005, Atlantic , Fleet A ," F(adult) = 0.25, F(juv) = 0.1 ",,,
 her.27.3a47d Fleet A - 2006 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d",-,2006, Atlantic , Fleet A ," F(adult) = 0.25, F(juv) = 0.12 ",,,
 her.27.3a47d Fleet A - 2007 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d",-,2007, Atlantic , Fleet A , Bring SSB above Bpa by 2008 ,,,
 her.27.3a47d Fleet A - 2008 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d",-,2008, Atlantic , Fleet A ," F(adult) = 0.17, F(juv) = 0.08 (MP) ",,,
 her.27.3a47d Fleet A - 2009 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","171,000",2009, Atlantic , Fleet A , Adopt one of the new proposed HCRs ,,,
 her.27.3a47d Fleet A - 2010 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","164,300",2010, Atlantic , Fleet A ," F(adult) = 0.15, F(juv) = 0.05 (MP) ",,,
 her.27.3a47d Fleet A - 2011 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","188,900",2011, Atlantic , Fleet A , See scenarios ,,,
 her.27.3a47d Fleet A - 2012 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","230,000",2012, Atlantic , Fleet A , 2008 Management plan ,,,
 her.27.3a47d Fleet A - 2013 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","465,750",2013, Atlantic , Fleet A , 2008 Management plan ,,,
 her.27.3a47d Fleet A - 2014 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","470,000",2014, Atlantic , Fleet A , 2008 Management plan ,,,
 her.27.3a47d Fleet A - 2015 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","461,664",2015, Atlantic , Fleet A , 2008 Management plan ,462 , ? 429.79700 ,
 her.27.3a47d Fleet A - 2016 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","555,086",2016, Atlantic , Fleet A , 2014 Management strategy ,555 , ? 518.24200 ,
 her.27.3a47d Fleet A - 2017 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","458,926",2017, Atlantic , Fleet A , 2014 Management strategy ,459 , ? 426.25900 ,
 her.27.3a47d Fleet A - 2018 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","600,558",2018, Atlantic , Fleet A , 2014 Management strategy ,601 , ? 600.55800 ,
 her.27.3a47d Fleet A - 2019 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","291,040",2019, Atlantic , Fleet A , ICES MSY approach ,601 , ? 600.55800 ,
 her.27.3a47d Fleet A - 2020 , Herring ,her.27.3a47d Fleet A,"4, 3a, 7d","418,649",2020, Atlantic , Fleet A , ICES MSY approach ,601 , ? 600.55800 ,
 her.27.6aS7bc - 2001 , Herring ,her.27.6aS7bc,"6aS, 7bc","14,000",2001, Atlantic ,, F 40% of F(99) F = 0.2 ,,,
 her.27.6aS7bc - 2002 , Herring ,her.27.6aS7bc,"6aS, 7bc","14,000",2002, Atlantic ,, No increase in catches ,,,
 her.27.6aS7bc - 2003 , Herring ,her.27.6aS7bc,"6aS, 7bc","14,000",2003, Atlantic ,, No increase in catches ,,,
 her.27.6aS7bc - 2004 , Herring ,her.27.6aS7bc,"6aS, 7bc","14,000",2004, Atlantic ,, No increase in catches ,,,
 her.27.6aS7bc - 2005 , Herring ,her.27.6aS7bc,"6aS, 7bc","14,000",2005, Atlantic ,, No increase in catches ,,,
 her.27.6aS7bc - 2006 , Herring ,her.27.6aS7bc,"6aS, 7bc","14,000",2006, Atlantic ,, No increase in catches ,,,
 her.27.6aS7bc - 2007 , Herring ,her.27.6aS7bc,"6aS, 7bc",-,2007, Atlantic ,, No fishing without a rebuilding plan* ,,,
 her.27.6aS7bc - 2008 , Herring ,her.27.6aS7bc,"6aS, 7bc",-,2008, Atlantic ,, No fishing without a rebuilding plan* ,,,
 her.27.6aS7bc - 2009 , Herring ,her.27.6aS7bc,"6aS, 7bc",-,2009, Atlantic ,, Same advice as last year ,,,
 her.27.6aS7bc - 2010 , Herring ,her.27.6aS7bc,"6aS, 7bc",-,2010, Atlantic ,, Same advice as last year ,,,
 her.27.6aS7bc - 2011 , Herring ,her.27.6aS7bc,"6aS, 7bc",-,2011, Atlantic ,, See scenarios ,,,
 her.27.6aS7bc - 2012 , Herring ,her.27.6aS7bc,"6aS, 7bc",-,2012, Atlantic ,, Reduce catch ,,,
 her.27.6aS7bc - 2013 , Herring ,her.27.6aS7bc,"6aS, 7bc",0,2013, Atlantic ,, No catches without a rebuilding plan ,,,
 her.27.6aS7bc - 2014 , Herring ,her.27.6aS7bc,"6aS, 7bc",0,2014, Atlantic ,, No catches without a rebuilding plan ,,,
 her.27.6aS7bc - 2015 , Herring ,her.27.6aS7bc,"6aS, 7bc",0,2015, Atlantic ,," Prior to the advice for 2016, ICES advised separately for herring in Division 6.a North and herring in Division 6.a South and 7.b,c. See ICES (2014a and 2014b) for the history of ICES advice on these individual stocks ",0 , ? -   ,
 her.27.6a7bc - 2016 , Herring ,her.27.6a7bc,"6a, 7bc",0,2016, Atlantic ,, MSY approach ,0 , ? -   ,
 her.27.6a7bc - 2017 , Herring ,her.27.6a7bc,"6a, 7bc",0,2017, Atlantic ,, MSY approach ,0 , ? -   ,
 her.27.6a7bc - 2018 , Herring ,her.27.6a7bc,"6a, 7bc",0,2018, Atlantic ,, MSY approach ,0 , ? -   ,
 her.27.6a7bc - 2019 , Herring ,her.27.6a7bc,"6a, 7bc",0,2019, Atlantic ,, MSY approach ,0 , ? -   ,
 her.27.6a7bc - 2020 , Herring ,her.27.6a7bc,"6a, 7bc",0,2020, Atlantic ,, Precautionary approach ,0 , ? -   ,
 her.27.nirs - 2001 , Herring ,her.27.nirs,7a North of 53o30'N,"5,100",2001, Atlantic ,, Status quo F = 0.26 ,,,
 her.27.nirs - 2002 , Herring ,her.27.nirs,7a North of 53o30'N,"4,800",2002, Atlantic ,, Average catch of 1996?2000 ,,,
 her.27.nirs - 2003 , Herring ,her.27.nirs,7a North of 53o30'N,"4,800",2003, Atlantic ,, 2002 TAC ,,,
 her.27.nirs - 2004 , Herring ,her.27.nirs,7a North of 53o30'N,"4,800",2004, Atlantic ,, Advice 2003 catch ,,,
 her.27.nirs - 2005 , Herring ,her.27.nirs,7a North of 53o30'N,"4,800",2005, Atlantic ,, Status quo TAC ,,,
 her.27.nirs - 2006 , Herring ,her.27.nirs,7a North of 53o30'N,"4,800",2006, Atlantic ,, Status quo TAC ,,,
 her.27.nirs - 2007 , Herring ,her.27.nirs,7a North of 53o30'N,"4,800",2007, Atlantic ,, Status quo TAC ,,,
 her.27.nirs - 2008 , Herring ,her.27.nirs,7a North of 53o30'N,"4,400",2008, Atlantic ,, Recent catches ,,,
 her.27.nirs - 2009 , Herring ,her.27.nirs,7a North of 53o30'N,"4,400",2009, Atlantic ,, Same advice as last year ,,,
 her.27.nirs - 2010 , Herring ,her.27.nirs,7a North of 53o30'N,"4,800",2010, Atlantic ,, Recent TAC ,,,
 her.27.nirs - 2011 , Herring ,her.27.nirs,7a North of 53o30'N,"4,800",2011, Atlantic ,, No increase in catch ,,,
 her.27.nirs - 2012 , Herring ,her.27.nirs,7a North of 53o30'N,"4,800",2012, Atlantic ,, No increase in catch ,,,
 her.27.nirs - 2013 , Herring ,her.27.nirs,7a North of 53o30'N,"5,100",2013, Atlantic ,, MSY approach ,,,
 her.27.nirs - 2014 , Herring ,her.27.nirs,7a North of 53o30'N,"5,251",2014, Atlantic ,, MSY approach ,,,
 her.27.nirs - 2015 , Herring ,her.27.nirs,7a North of 53o30'N,"4,854",2015, Atlantic ,, MSY approach ,5 , - ,
 her.27.nirs - 2016 , Herring ,her.27.nirs,7a North of 53o30'N,"4,575",2016, Atlantic ,, MSY approach ,5 , - ,
 her.27.nirs - 2017 , Herring ,her.27.nirs,7a North of 53o30'N,"4,127",2017, Atlantic ,, MSY approach ,4 , - ,
 her.27.nirs - 2018 , Herring ,her.27.nirs,7a North of 53o30'N,"7,016",2018, Atlantic ,, MSY approach ,7 , - ,
 her.27.nirs - 2019 , Herring ,her.27.nirs,7a North of 53o30'N,"6,896",2019, Atlantic ,, MSY approach ,7 , - ,
 her.27.nirs - 2020 , Herring ,her.27.nirs,7a North of 53o30'N,"8,064",2020, Atlantic ,, MSY approach ,7 , - ,
 her.27.irls - 2001 , Herring ,her.27.irls,"7a,gh,jk","17,900",2001, Atlantic ,, F< 0.34 ,,,
 her.27.irls - 2002 , Herring ,her.27.irls,"7a,gh,jk","11,000",2002, Atlantic ,, F< 0.35 ,,,
 her.27.irls - 2003 , Herring ,her.27.irls,"7a,gh,jk",-,2003, Atlantic ,, Substantially less than recent catches ,,,
 her.27.irls - 2004 , Herring ,her.27.irls,"7a,gh,jk","11,000",2004, Atlantic ,, 60% of average catch 1997?2000 ,,,
 her.27.irls - 2005 , Herring ,her.27.irls,"7a,gh,jk","11,000",2005, Atlantic ,, 60% of average catch 1997?2000 ,,,
 her.27.irls - 2006 , Herring ,her.27.irls,"7a,gh,jk","6,700",2006, Atlantic ,, Further reduction 60% avg. catch 2002?2004 ,,,
 her.27.irls - 2007 , Herring ,her.27.irls,"7a,gh,jk",-,2007, Atlantic ,, No fishing without rebuilding plan ,,,
 her.27.irls - 2008 , Herring ,her.27.irls,"7a,gh,jk",-,2008, Atlantic ,, No targeted fishing without rebuilding plan ,,,
 her.27.irls - 2009 , Herring ,her.27.irls,"7a,gh,jk",-,2009, Atlantic ,, No targeted fishing without rebuilding plan ,,,
 her.27.irls - 2010 , Herring ,her.27.irls,"7a,gh,jk","10,150",2010, Atlantic ,, Fmgt = 0.19 ,,,
 her.27.irls - 2011 , Herring ,her.27.irls,"7a,gh,jk",-,2011, Atlantic ,, See scenarios ,,,
 her.27.irls - 2012 , Herring ,her.27.irls,"7a,gh,jk","26,900",2012, Atlantic ,, MSY approach ,,,
 her.27.irls - 2013 , Herring ,her.27.irls,"7a,gh,jk","18,500",2013, Atlantic ,, MSY approach ,,,
 her.27.irls - 2014 , Herring ,her.27.irls,"7a,gh,jk","35,942",2014, Atlantic ,, MSY approach ,,,
 her.27.irls - 2015 , Herring ,her.27.irls,"7a,gh,jk","15,140",2015, Atlantic ,, MSY approach ,15 , - ,
 her.27.irls - 2016 , Herring ,her.27.irls,"7a,gh,jk","23,164",2016, Atlantic ,, MSY approach ,23 , - ,
 her.27.irls - 2017 , Herring ,her.27.irls,"7a,gh,jk","16,145",2017, Atlantic ,, MSY approach ,16 , - ,
 her.27.irls - 2018 , Herring ,her.27.irls,"7a,gh,jk","5,445",2018, Atlantic ,, MSY approach ,5 , - ,
 her.27.irls - 2019 , Herring ,her.27.irls,"7a,gh,jk","4,742",2019, Atlantic ,, MSY approach ,5 , - ,
 her.27.irls - 2020 , Herring ,her.27.irls,"7a,gh,jk",0,2020, Atlantic ,, MSY approach ,5 , - ,
 hom.27.3a4bc7d - 2001 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d",-,2001, Atlantic ,, No increase in catch ,,,
 hom.27.3a4bc7d - 2002 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,000",2002, Atlantic ,, No increase in catch from 1982?1997 average ,,,
 hom.27.3a4bc7d - 2003 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,000",2003, Atlantic ,, No increase in catch from 1982?1997 average ,,,
 hom.27.3a4bc7d - 2004 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,000",2004, Atlantic ,, No increase in catch from 1982?1997 ,,,
 hom.27.3a4bc7d - 2005 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,000",2005, Atlantic ,, No increase in catch from 1982?1997 ,,,
 hom.27.3a4bc7d - 2006 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,000",2006, Atlantic ,, No increase in catch from 1982?1997 ,,,
 hom.27.3a4bc7d - 2007 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,000",2007, Atlantic ,, No increase in catch from 1982?1997 ,,,
 hom.27.3a4bc7d - 2008 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,000",2008, Atlantic ,, No increase in catch from 1982?1997 ,,,
 hom.27.3a4bc7d - 2009 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,000",2009, Atlantic ,, Same advice as last year ,,,
 hom.27.3a4bc7d - 2010 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,000",2010, Atlantic ,, Same advice as last year ,,,
 hom.27.3a4bc7d - 2011 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d",-,2011, Atlantic ,, No advice ,,,
 hom.27.3a4bc7d - 2012 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d",-,2012, Atlantic ,, Reduce catches ,,,
 hom.27.3a4bc7d - 2013 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","25,500",2013, Atlantic ,, Reduce catches by 20% ,,,
 hom.27.3a4bc7d - 2014 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","25,500",2014, Atlantic ,, Same advice as last year ,,,
 hom.27.3a4bc7d - 2015 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","15,200",2015, Atlantic ,, Significant reduction in catches ,15 , - ,
 hom.27.3a4bc7d - 2016 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","15,200",2016, Atlantic ,, Same advice value as in 2015 ,15 , - ,
 hom.27.3a4bc7d - 2017 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","18,247",2017, Atlantic ,, Precautionary approach ,18 , - ,
 hom.27.3a4bc7d - 2018 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","17,517",2018, Atlantic ,, Precautionary approach ,18 , - ,
 hom.27.3a4bc7d - 2019 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","17,517",2019, Atlantic ,, Precautionary approach (same advice as for 2018) ,18 , - ,
 hom.27.3a4bc7d - 2020 , Horse mackerel ,hom.27.3a4bc7d,"3a, 4bc, 7d","14,014",2020, Atlantic ,, Precautionary approach ,18 , - ,
 hom.27.9a - 2001 , Horse mackerel ,hom.27.9a,9a,"54,000",2001, Atlantic ,, F <Fpa ,,,
 hom.27.9a - 2002 , Horse mackerel ,hom.27.9a,9a,"34,000",2002, Atlantic ,, F <0.113 ,,,
 hom.27.9a - 2003 , Horse mackerel ,hom.27.9a,9a,"49,000",2003, Atlantic ,, Average of last 3 years ,,,
 hom.27.9a - 2004 , Horse mackerel ,hom.27.9a,9a,"47,000",2004, Atlantic ,, Should not exceed the recent average (2000?2002)6 ,,,
 hom.27.9a - 2005 , Horse mackerel ,hom.27.9a,9a,"25,000",2005, Atlantic ,, Should not exceed the recent average (2000?2002) ,,,
 hom.27.9a - 2006 , Horse mackerel ,hom.27.9a,9a,"25,000",2006, Atlantic ,," Should not exceed the recent average (2000?2004, excluding
2003) 6 ",,,
 hom.27.9a - 2007 , Horse mackerel ,hom.27.9a,9a,"25,000",2007, Atlantic ,, Same advice as last year 6 ,,,
 hom.27.9a - 2008 , Horse mackerel ,hom.27.9a,9a,"25,000",2008, Atlantic ,, Same advice as last year ,,,
 hom.27.9a - 2009 , Horse mackerel ,hom.27.9a,9a,"25,000",2009, Atlantic ,, Same advice as last year ,,,
 hom.27.9a - 2010 , Horse mackerel ,hom.27.9a,9a,"25,000",2010, Atlantic ,, Same advice as last year ,,,
 hom.27.9a - 2011 , Horse mackerel ,hom.27.9a,9a,"25,000",2011, Atlantic ,, Same advice as last year ,,,
 hom.27.9a - 2012 , Horse mackerel ,hom.27.9a,9a,"30,800",2012, Atlantic ,, No increase in F ,,,
 hom.27.9a - 2013 , Horse mackerel ,hom.27.9a,9a,"26,000",2013, Atlantic ,, No increase in F ,,,
 hom.27.9a - 2014 , Horse mackerel ,hom.27.9a,9a,"35,000",2014, Atlantic ,, MSY approach ,,,
